id,name,image,model,categoryId,price,description,rating,origin,prepTime,availability,dietary,calories,protein,carbs,fats,flavorProfile,spiceLevel,ingredients,servingSize,tags,price_LKR,price_USD,Gluten-Free,Vegan,Vegetarian,tag_american,tag_appetizer,tag_beans,tag_bread,tag_burger,tag_cheesy,tag_chinese,tag_chocolate,tag_cocktail,tag_coconut,tag_coffee,tag_cold,tag_condiment,tag_cookies,tag_cooling,tag_corn,tag_creamy,tag_crispy,tag_curry,tag_custard,tag_dessert,tag_dip,tag_dumplings,tag_fast food,tag_floral,tag_fried,tag_fries,tag_fritters,tag_fruity,tag_fudge,tag_gluten-free,tag_grain,tag_greens,tag_grilled,tag_hearty,tag_herbal,tag_hot,tag_ice cream,tag_iced,tag_indian,tag_italian,tag_juice,tag_lemonade,tag_lentils,tag_milk,tag_milky,tag_mushrooms,tag_noodles,tag_pasta,tag_pastry,tag_pie,tag_potatoes,tag_pudding,tag_refreshing,tag_rice,tag_salad,tag_savory,tag_seafood,tag_short eats,tag_snack,tag_soda,tag_spiced,tag_spicy,tag_sri lankan,tag_steak,tag_steamed,tag_stir-fry,tag_street food,tag_sweet,tag_syrup,tag_tangy,tag_tea,tag_thai,tag_tropical,tag_vegan,tag_vegetarian,tag_wafers,tag_yogurt,flavor_Bitter,flavor_Citrus,flavor_Creamy,flavor_Earthy,flavor_Floral,flavor_Fresh,flavor_Herbal,flavor_Neutral,flavor_Savory,flavor_Spicy,flavor_Sweet,flavor_Sweet-Savory,flavor_Sweet-Sour,flavor_Sweet-Spicy,flavor_Sweet-Tart,flavor_Tangy,spiceLevel_encoded,origin_American,origin_Chinese,origin_Chinese-American,origin_Indian,origin_Italian,origin_Sri Lankan,origin_Thai,available_in_menu,ingredients_list,nutrition_tags,contextual_tags
106,Pork Bun,/foodImages/pork_bun.jpeg,/models/pork_bun.glb,1,"{'LKR': 300, 'USD': 1.0}",Steamed bun with BBQ pork filling,4.6,Chinese,Medium (15–30 min),In Stock,[],280,10,40,10,Savory,Mild,"flour, pork, hoisin sauce",1 bun,"[""chinese"", ""bread"", ""steamed""]",300.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"['flour', 'pork', 'hoisin sauce']","[""Low Calorie""]","[""savory"", ""bread"", ""healthy"", ""mild"", ""steamed"", ""chinese""]"
107,Hoppers,/foodImages/hoppers.jpeg,/models/hoppers.glb,1,"{'LKR': 150, 'USD': 0.5}",Crispy rice flour pancakes with soft center,4.7,Sri Lankan,Medium (15–30 min),In Stock,"['Vegetarian', 'Gluten-Free']",180,4,30,5,Savory,Mild,"rice flour, coconut milk, yeast",2 pieces,"[""sri lankan"", ""bread"", ""gluten-free""]",150.0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"['rice flour', 'coconut milk', 'yeast']","[""Vegetarian"", ""Low Calorie""]","[""sri lankan"", ""savory"", ""vegetarian"", ""mild"", ""gluten-free"", ""bread""]"
108,Puri,/foodImages/puri.jpeg,/models/puri.glb,1,"{'LKR': 150, 'USD': 0.5}",Deep-fried puffed Indian bread,4.6,Indian,Quick (under 15 min),In Stock,['Vegetarian'],200,4,25,10,Savory,Mild,"flour, water, oil",2 pieces,"[""indian"", ""bread"", ""vegetarian""]",150.0,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"['flour', 'water', 'oil']","[""Vegan"", ""Vegetarian"", ""Low Calorie""]","[""savory"", ""vegetarian"", ""bread"", ""mild"", ""indian"", ""vegan""]"
109,Dinner Rolls,/foodImages/dinner_rolls.jpeg,/models/dinner_rolls.glb,1,"{'LKR': 200, 'USD': 0.67}",Soft and buttery rolls,4.5,American,Medium (15–30 min),In Stock,['Vegetarian'],180,4,30,5,Savory,Mild,"flour, butter, yeast, milk",2 pieces,"[""american"", ""bread"", ""vegetarian""]",200.0,0.67,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"['flour', 'butter', 'yeast', 'milk']","[""Vegetarian"", ""Low Calorie""]","[""savory"", ""vegetarian"", ""american"", ""mild"", ""bread""]"
110,Garlic Bread,/foodImages/garlic_bread.jpeg,/models/garlic_bread.glb,1,"{'LKR': 250, 'USD': 0.83}",Toasted bread with garlic and butter,4.6,Italian,Quick (under 15 min),In Stock,['Vegetarian'],200,4,30,8,Savory,Mild,"bread, butter, garlic, parsley",2 slices,"[""italian"", ""bread"", ""vegetarian""]",250.0,0.83,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['bread', 'butter', 'garlic', 'parsley']","[""Vegetarian"", ""Low Calorie""]","[""savory"", ""vegetarian"", ""italian"", ""mild"", ""bread""]"
111,Khanom Jeen,/foodImages/khanom_jeen.jpeg,/models/khanom_jeen.glb,2,"{'LKR': 200, 'USD': 0.67}",Fermented rice noodles with curry,4.6,Thai,Medium (15–30 min),In Stock,['Vegetarian'],220,5,40,5,Savory,Medium,"rice noodles, curry paste, coconut milk",1 portion,"[""thai"", ""noodles"", ""vegetarian""]",200.0,0.67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,"['rice noodles', 'curry paste', 'coconut milk']","[""Vegetarian"", ""Gluten-Free"", ""Low Calorie""]","[""medium"", ""savory"", ""vegetarian"", ""noodles"", ""thai""]"
112,Steamed Bun,/foodImages/steamed_bun.jpeg,/models/steamed_bun.glb,1,"{'LKR': 200, 'USD': 0.67}",Soft steamed bun with vegetable filling,4.5,Chinese,Medium (15–30 min),In Stock,['Vegetarian'],200,5,35,5,Savory,Mild,"flour, vegetables, yeast",1 bun,"[""chinese"", ""bread"", ""vegetarian""]",200.0,0.67,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"['flour', 'vegetables', 'yeast']","[""Vegan"", ""Vegetarian"", ""Low Calorie""]","[""savory"", ""vegetarian"", ""bread"", ""mild"", ""vegan"", ""chinese""]"
113,Godamba Roti,/foodImages/godamba_roti.jpeg,/models/godamba_roti.glb,1,"{'LKR': 150, 'USD': 0.5}",Thin and stretchy flatbread,4.6,Sri Lankan,Quick (under 15 min),In Stock,['Vegetarian'],180,4,30,5,Savory,Mild,"flour, water, oil",1 piece,"[""sri lankan"", ""bread"", ""vegetarian""]",150.0,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"['flour', 'water', 'oil']","[""Vegan"", ""Vegetarian"", ""Low Calorie""]","[""sri lankan"", ""savory"", ""vegetarian"", ""bread"", ""mild"", ""vegan""]"
114,Aloo Paratha,/foodImages/aloo_paratha.jpeg,/models/aloo_paratha.glb,1,"{'LKR': 250, 'USD': 0.83}",Flatbread stuffed with spiced potatoes,4.7,Indian,Quick (under 15 min),In Stock,['Vegetarian'],250,6,35,10,Savory,Medium,"flour, potatoes, spices, ghee",1 piece,"[""indian"", ""bread"", ""vegetarian""]",250.0,0.83,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,"['flour', 'potatoes', 'spices', 'ghee']","[""Vegetarian"", ""Low Calorie""]","[""medium"", ""savory"", ""vegetarian"", ""indian"", ""bread""]"
115,Sourdough Bread,/foodImages/sourdough_bread.jpeg,/models/sourdough_bread.glb,1,"{'LKR': 300, 'USD': 1.0}",Crusty bread with tangy flavor,4.6,American,Long (over 30 min),In Stock,"['Vegetarian', 'Vegan']",220,5,40,2,Savory,Mild,"flour, water, sourdough starter",1 slice,"[""american"", ""bread"", ""vegan""]",300.0,1.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"['flour', 'water', 'sourdough starter']","[""Vegan"", ""Vegetarian"", ""Low Calorie""]","[""savory"", ""vegetarian"", ""american"", ""bread"", ""mild"", ""vegan""]"
116,Baguette,/foodImages/baguette.jpeg,/models/baguette.glb,1,"{'LKR': 250, 'USD': 0.83}",Crisp and airy French-style bread,4.6,Italian,Medium (15–30 min),In Stock,"['Vegetarian', 'Vegan']",200,5,40,2,Savory,Mild,"flour, yeast, water, salt",1 slice,"[""italian"", ""bread"", ""vegan""]",250.0,0.83,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['flour', 'yeast', 'water', 'salt']","[""Vegan"", ""Vegetarian"", ""Low Calorie""]","[""savory"", ""vegetarian"", ""bread"", ""italian"", ""mild"", ""vegan""]"
117,Thai Flatbread,/foodImages/thai_flatbread.jpeg,/models/thai_flatbread.glb,1,"{'LKR': 200, 'USD': 0.67}",Soft flatbread with sesame seeds,4.5,Thai,Quick (under 15 min),In Stock,['Vegetarian'],220,5,35,8,Savory,Mild,"flour, sesame seeds, oil",1 piece,"[""thai"", ""bread"", ""vegetarian""]",200.0,0.67,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"['flour', 'sesame seeds', 'oil']","[""Vegan"", ""Vegetarian"", ""Low Calorie""]","[""savory"", ""vegetarian"", ""bread"", ""mild"", ""vegan"", ""thai""]"
118,Red Bean Bun,/foodImages/red_bean_bun.jpeg,/models/red_bean_bun.glb,1,"{'LKR': 250, 'USD': 0.83}",Steamed bun with sweet red bean filling,4.5,Chinese,Medium (15–30 min),In Stock,['Vegetarian'],250,5,45,5,Sweet,Mild,"flour, red bean paste, yeast",1 bun,"[""chinese"", ""bread"", ""vegetarian""]",250.0,0.83,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"['flour', 'red bean paste', 'yeast']","[""Vegan"", ""Vegetarian"", ""Low Calorie""]","[""dessert"", ""vegetarian"", ""bread"", ""mild"", ""vegan"", ""chinese"", ""sweet""]"
119,Egg Hoppers,/foodImages/egg_hoppers.jpeg,/models/egg_hoppers.glb,1,"{'LKR': 200, 'USD': 0.67}",Crispy rice flour pancakes with egg center,4.7,Sri Lankan,Medium (15–30 min),In Stock,['Gluten-Free'],220,6,30,8,Savory,Mild,"rice flour, coconut milk, egg",1 piece,"[""sri lankan"", ""bread"", ""gluten-free""]",200.0,0.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"['rice flour', 'coconut milk', 'egg']","[""Low Calorie""]","[""sri lankan"", ""savory"", ""healthy"", ""mild"", ""gluten-free"", ""bread""]"
120,Kulcha,/foodImages/kulcha.jpeg,/models/kulcha.glb,1,"{'LKR': 200, 'USD': 0.67}",Soft leavened bread with sesame seeds,4.6,Indian,Quick (under 15 min),In Stock,['Vegetarian'],230,5,35,8,Savory,Mild,"flour, yogurt, sesame seeds",1 piece,"[""indian"", ""bread"", ""vegetarian""]",200.0,0.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"['flour', 'yogurt', 'sesame seeds']","[""Vegetarian"", ""Low Calorie""]","[""savory"", ""vegetarian"", ""mild"", ""indian"", ""bread""]"
121,Watalappam,/foodImages/watalappam.jpeg,/models/watalappam.glb,1,"{'LKR': 200, 'USD': 0.67}",Creamy coconut custard with jaggery,4.7,Sri Lankan,Medium (15–30 min),In Stock,['Gluten-Free'],250,5,35,10,Sweet,Mild,"coconut milk, jaggery, eggs, cardamom",1 portion,"[""sri lankan"", ""dessert"", ""custard""]",200.0,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"['coconut milk', 'jaggery', 'eggs', 'cardamom']","[""Gluten-Free"", ""Low Calorie""]","[""custard"", ""dessert"", ""sri lankan"", ""mild"", ""sweet""]"
122,Gulab Jamun,/foodImages/gulab_jamun.jpeg,/models/gulab_jamun.glb,1,"{'LKR': 150, 'USD': 0.5}",Sweet milk dough balls in sugar syrup,4.8,Indian,Medium (15–30 min),In Stock,['Vegetarian'],300,4,50,12,Sweet,Mild,"milk powder, flour, sugar, ghee",2 pieces,"[""indian"", ""dessert"", ""sweet""]",150.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"['milk powder', 'flour', 'sugar', 'ghee']","[""Vegetarian""]","[""dessert"", ""vegetarian"", ""mild"", ""indian"", ""sweet""]"
123,Apple Pie,/foodImages/apple_pie.jpeg,/models/apple_pie.glb,1,"{'LKR': 350, 'USD': 1.17}",Flaky crust with spiced apple filling,4.7,American,Long (over 30 min),In Stock,['Vegetarian'],320,3,45,15,Sweet,Mild,"apples, flour, sugar, butter",1 slice,"[""american"", ""dessert"", ""pie""]",350.0,1.17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"['apples', 'flour', 'sugar', 'butter']","[""Vegetarian""]","[""dessert"", ""pie"", ""american"", ""vegetarian"", ""mild"", ""sweet""]"
124,Tiramisu,/foodImages/tiramisu.jpeg,/models/tiramisu.glb,1,"{'LKR': 400, 'USD': 1.33}",Coffee-flavored layered cream dessert,4.8,Italian,Medium (15–30 min),In Stock,[],350,6,40,20,Sweet,Mild,"mascarpone, coffee, ladyfingers, cocoa",1 portion,"[""italian"", ""dessert"", ""creamy""]",400.0,1.33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['mascarpone', 'coffee', 'ladyfingers', 'cocoa']","[""Vegetarian"", ""Gluten-Free""]","[""dessert"", ""creamy"", ""vegetarian"", ""italian"", ""mild"", ""sweet""]"
125,Mango Sticky Rice,/foodImages/mango_sticky_rice.jpeg,/models/mango_sticky_rice.glb,1,"{'LKR': 300, 'USD': 1.0}",Sweet sticky rice with fresh mango,4.7,Thai,Medium (15–30 min),In Stock,"['Vegetarian', 'Gluten-Free']",280,4,50,8,Sweet,Mild,"glutinous rice, mango, coconut milk",1 portion,"[""thai"", ""dessert"", ""tropical""]",300.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"['glutinous rice', 'mango', 'coconut milk']","[""Vegetarian"", ""Gluten-Free"", ""Low Calorie""]","[""dessert"", ""sweet"", ""vegetarian"", ""summer"", ""mild"", ""thai"", ""tropical""]"
126,Egg Tart,/foodImages/egg_tart.jpeg,/models/egg_tart.glb,1,"{'LKR': 150, 'USD': 0.5}",Flaky pastry with creamy egg custard,4.6,Chinese,Medium (15–30 min),In Stock,['Vegetarian'],200,4,25,10,Sweet,Mild,"flour, eggs, sugar, milk",1 tart,"[""chinese"", ""dessert"", ""pastry""]",150.0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"['flour', 'eggs', 'sugar', 'milk']","[""Vegetarian"", ""Low Calorie""]","[""pastry"", ""dessert"", ""vegetarian"", ""mild"", ""chinese"", ""sweet""]"
127,Kiri Pani,/foodImages/kiri_pani.jpeg,/models/kiri_pani.glb,1,"{'LKR': 150, 'USD': 0.5}",Sweet buffalo curd with treacle,4.6,Sri Lankan,Quick (under 15 min),In Stock,"['Vegetarian', 'Gluten-Free']",220,6,30,8,Sweet,Mild,"buffalo curd, palm treacle",1 portion,"[""sri lankan"", ""dessert"", ""yogurt""]",150.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"['buffalo curd', 'palm treacle']","[""Vegetarian"", ""Gluten-Free"", ""Low Calorie""]","[""dessert"", ""yogurt"", ""sri lankan"", ""vegetarian"", ""healthy"", ""mild"", ""sweet""]"
128,Rasgulla,/foodImages/rasgulla.jpeg,/models/rasgulla.glb,1,"{'LKR': 150, 'USD': 0.5}",Spongy cheese balls in sugar syrup,4.7,Indian,Medium (15–30 min),In Stock,['Vegetarian'],250,5,40,8,Sweet,Mild,"chenna, sugar, water",2 pieces,"[""indian"", ""dessert"", ""sweet""]",150.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"['chenna', 'sugar', 'water']","[""Vegetarian"", ""Gluten-Free"", ""Low Calorie""]","[""dessert"", ""vegetarian"", ""mild"", ""indian"", ""sweet""]"
129,Cheesecake,/foodImages/cheesecake.jpeg,/models/cheesecake.glb,1,"{'LKR': 400, 'USD': 1.33}",Creamy cheesecake with graham crust,4.8,American,Long (over 30 min),In Stock,['Vegetarian'],350,6,35,20,Sweet,Mild,"cream cheese, sugar, graham crackers, butter",1 slice,"[""american"", ""dessert"", ""creamy""]",400.0,1.33,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"['cream cheese', 'sugar', 'graham crackers', 'butter']","[""Vegetarian"", ""Gluten-Free""]","[""dessert"", ""creamy"", ""american"", ""vegetarian"", ""mild"", ""sweet""]"
130,Cannoli,/foodImages/cannoli.jpeg,/models/cannoli.glb,1,"{'LKR': 250, 'USD': 0.83}",Crispy pastry tubes with sweet ricotta,4.7,Italian,Medium (15–30 min),In Stock,['Vegetarian'],300,6,35,15,Sweet,Mild,"ricotta, flour, sugar, chocolate chips",1 piece,"[""italian"", ""dessert"", ""pastry""]",250.0,0.83,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"['ricotta', 'flour', 'sugar', 'chocolate chips']","[""Vegan"", ""Vegetarian""]","[""pastry"", ""dessert"", ""vegetarian"", ""italian"", ""mild"", ""vegan"", ""sweet""]"
131,Coconut Ice,/foodImages/coconut_ice.jpeg,/models/coconut_ice.glb,1,"{'LKR': 150, 'USD': 0.5}",Sweet coconut fudge squares,4.5,Thai,Quick (under 15 min),In Stock,"['Vegetarian', 'Gluten-Free']",200,2,35,8,Sweet,Mild,"coconut, sugar, condensed milk",2 pieces,"[""thai"", ""dessert"", ""fudge""]",150.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"['coconut', 'sugar', 'condensed milk']","[""Vegetarian"", ""Gluten-Free"", ""Low Calorie""]","[""dessert"", ""vegetarian"", ""mild"", ""fudge"", ""thai"", ""sweet""]"
132,Mooncake,/foodImages/mooncake.jpeg,/models/mooncake.glb,1,"{'LKR': 300, 'USD': 1.0}",Pastry with sweet red bean filling,4.6,Chinese,Medium (15–30 min),In Stock,['Vegetarian'],350,5,50,15,Sweet,Mild,"flour, red bean paste, egg yolk",1 piece,"[""chinese"", ""dessert"", ""pastry""]",300.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"['flour', 'red bean paste', 'egg yolk']","[""Vegetarian""]","[""pastry"", ""dessert"", ""vegetarian"", ""mild"", ""chinese"", ""sweet""]"
